time,download
1659352674.0,1.45
1659352680.0,860.00
1659352698.0,240.00
1659352704.0,1.45
1659352722.0,44.30
1659352758.0,105.00
1659352764.0,53.50
1659352776.0,124.00
1659352782.0,144.00
1659352788.0,624.00
1659352794.0,1.45
1659352806.0,304.00
1659352818.0,240.00
1659352824.0,3.62
1659352842.0,1.59
1659352848.0,304.00
1659352854.0,1.61
1659352860.0,2.62
1659352866.0,672.00
1659352872.0,1.45
1659352878.0,1.22
1659352884.0,34.00
1659352890.0,37.00
1659352896.0,1.12
1659352902.0,2.91
1659352914.0,92.70
1659352920.0,5058.56
1659352926.0,3031.04
1659352932.0,7567.36
1659352938.0,400.00
1659352950.0,1.45
1659352962.0,8.55
1659352968.0,160.00
1659352980.0,1.45
1659352998.0,400.00
1659353004.0,6.36
1659353010.0,1.66
1659353016.0,288.00
1659353022.0,144.00
1659353028.0,160.00
1659353034.0,2.69
1659353040.0,3.82
1659353046.0,18.70
1659353052.0,416.00
1659353058.0,400.00
1659353064.0,7.87
1659353070.0,1.75
1659353076.0,2.10
1659353082.0,604.00
1659353088.0,620.00
1659353094.0,1.18
1659353100.0,860.00
1659353106.0,516.00
1659353118.0,2.30
1659353142.0,768.00
1659353148.0,1.61
1659353154.0,160.00
1659353160.0,1.56
1659353166.0,176.00
1659353172.0,480.00
1659353178.0,1.84
1659353184.0,832.00
1659353190.0,1.12
1659353196.0,336.00
1659353202.0,144.00
1659353208.0,1.61
1659353214.0,640.00
1659353226.0,336.00
1659353232.0,336.00
1659353238.0,1.84
1659353244.0,3.82
1659353256.0,1.66
1659353262.0,144.00
1659353274.0,536.00
1659353280.0,860.00
1659353286.0,1.45
1659353298.0,240.00
1659353304.0,3.01
1659353310.0,832.00
1659353316.0,1.45
1659353322.0,144.00
1659353346.0,1.45
1659353358.0,240.00
1659353364.0,17.70
1659353370.0,12.10
1659353376.0,1.66
1659353388.0,1.10
1659353394.0,32.10
1659353400.0,2.43
1659353406.0,2.05
1659353412.0,304.00
1659353418.0,544.00
1659353424.0,5.09
1659353430.0,304.00
1659353436.0,1.75
1659353442.0,304.00
1659353448.0,304.00
1659353454.0,868.00
1659353460.0,17.50
1659353466.0,2.12
1659353478.0,240.00
1659353484.0,4.61
1659353490.0,336.00
1659353496.0,2.91
1659353508.0,672.00
1659353520.0,860.00
1659353526.0,1.45
1659353538.0,240.00
1659353556.0,1.59
1659353580.0,860.00
1659353586.0,1.45
1659353598.0,240.00
1659353604.0,6.98
1659353610.0,2.12
1659353616.0,1.59
1659353640.0,860.00
1659353646.0,1.45
1659353658.0,240.00
1659353664.0,6.98
1659353676.0,1.59
1659353700.0,48.70
1659353706.0,1.45
1659353724.0,7.50
1659353736.0,1.45
1659353742.0,88.30
1659353748.0,5263.36
1659353754.0,3.32
1659353760.0,807.00
1659353766.0,4.06
1659353772.0,144.00
1659353778.0,1.27
1659353784.0,7.96
1659353790.0,816.00
1659353796.0,31.00
1659353808.0,2.77
1659353814.0,144.00
1659353826.0,1.45
1659353838.0,240.00
1659353844.0,23.50
1659353850.0,185.00
1659353868.0,208.00
1659353874.0,1.45
1659353880.0,656.00
1659353892.0,240.00
1659353898.0,1607.68
1659353904.0,299.00
1659353910.0,303.00
1659353916.0,2.41
1659353922.0,85.00
1659353928.0,2969.60
1659353934.0,6.62
1659353940.0,540.00
1659353952.0,1.45
1659353958.0,18.60
1659353964.0,6.98
1659353970.0,160.00
1659353976.0,24.60
1659353982.0,40.70
1659353988.0,107.00
1659354000.0,208.00
1659354006.0,85.20
1659354012.0,1.45
1659354018.0,36.60
1659354024.0,7.18
1659354030.0,123.00
1659354036.0,604.00
1659354042.0,14.50
1659354048.0,133.00
1659354054.0,16.40
1659354060.0,24.10
1659354066.0,208.00
1659354072.0,6.08
1659354078.0,416.00
1659354084.0,21.80
1659354090.0,152.00
1659354096.0,1.38
1659354102.0,17.70
1659354108.0,672.00
1659354114.0,67.20
1659354126.0,3.61
1659354132.0,13.00
1659354138.0,46.80
1659354144.0,3.41
1659354150.0,20.70
1659354156.0,41.50
1659354162.0,3.41
1659354168.0,114.00
1659354174.0,10.20
1659354180.0,156.00
1659354186.0,206.00
1659354192.0,29.50
1659354198.0,143.00
1659354210.0,134.00
1659354216.0,5.54
1659354222.0,11.80
1659354228.0,23.20
1659354234.0,43.70
1659354240.0,860.00
1659354246.0,34.10
1659354252.0,3.41
1659354258.0,49.00
1659354264.0,1075.20
1659354270.0,401.00
1659354276.0,125.00
1659354282.0,46.20
1659354288.0,124.00
1659354300.0,217.00
1659354306.0,210.00
1659354312.0,4055.04
1659354318.0,2.54
1659354324.0,807.00
1659354330.0,1.62
1659354336.0,29.80
1659354342.0,12.40
1659354348.0,58.80
1659354354.0,2.65
1659354360.0,205.00
1659354366.0,2.33
1659354372.0,57.30
1659354378.0,10.30
1659354390.0,1.56
1659354396.0,5.64
1659354402.0,208.00
1659354408.0,20.10
1659354414.0,1.18
1659354420.0,21.30
1659354426.0,1.98
1659354438.0,240.00
1659354450.0,21.50
1659354456.0,2.63
1659354486.0,1.45
1659354498.0,240.00
1659354504.0,500.00
1659354510.0,1.52
1659354516.0,1.45
1659354534.0,1.25
1659354540.0,860.00
1659354546.0,23.10
1659354552.0,848.00
1659354558.0,240.00
1659354564.0,19.50
1659354576.0,21.00
1659354594.0,2.16
1659354600.0,860.00
1659354606.0,512.00
1659354612.0,3553.28
1659354618.0,240.00
1659354624.0,1.45
1659354636.0,216.00
1659354642.0,336.00
1659354654.0,1.78
1659354660.0,1.50
1659354666.0,760.00
1659354672.0,110.00
1659354678.0,912.00
1659354684.0,336.00
1659354690.0,1.50
1659354696.0,336.00
1659354702.0,21.30
1659354708.0,336.00
1659354720.0,1.61
1659354732.0,21.70
1659354738.0,240.00
1659354744.0,2.63
1659354762.0,1.66
1659354780.0,12.80
1659354792.0,1.45
1659354798.0,3.29
1659354816.0,208.00
1659354822.0,35.10
1659354828.0,208.00
1659354840.0,860.00
1659354852.0,2.07
1659354858.0,21.00
1659354870.0,1.25
1659354876.0,400.00
1659354882.0,3.59
1659354888.0,400.00
1659354894.0,400.00
1659354900.0,400.00
1659354906.0,240.00
1659354912.0,2.09
1659354930.0,10.30
1659354942.0,336.00
1659354948.0,1.78
1659354960.0,26.90
1659354966.0,1.45
1659354978.0,240.00
1659354984.0,544.00
1659354990.0,2.45
1659354996.0,672.00
1659355002.0,57.10
1659355008.0,336.00
1659355014.0,21.20
1659355020.0,2.52
1659355038.0,3.96
1659355044.0,182.00
1659355062.0,144.00
1659355068.0,632.00
1659355074.0,4.84
1659355080.0,860.00
1659355092.0,144.00
1659355098.0,1.69
1659355110.0,3.62
1659355116.0,319.00
1659355122.0,208.00
1659355128.0,1.45
1659355140.0,860.00
1659355146.0,20.00
1659355152.0,20.10
1659355158.0,1.69
1659355176.0,1.45
1659355182.0,720.00
1659355206.0,304.00
1659355212.0,352.00
1659355218.0,1.69
1659355230.0,208.00
1659355242.0,424.00
1659355248.0,1.45
1659355260.0,860.00
1659355266.0,41.40
1659355272.0,33.20
1659355278.0,448.00
1659355296.0,115.00
1659355302.0,216.00
1659355308.0,22.10
1659355320.0,1.17
1659355326.0,1.45
1659355332.0,19.60
1659355338.0,1.69
1659355350.0,1.75
1659355356.0,41.90
1659355380.0,59.40
1659355386.0,1.45
1659355398.0,240.00
1659355404.0,2.63
1659355410.0,6.98
1659355416.0,1.45
1659355428.0,2.12
1659355434.0,21.40
1659355452.0,144.00
1659355458.0,240.00
1659355464.0,22.50
1659355470.0,6.09
1659355476.0,208.00
1659355488.0,208.00
1659355494.0,2.16
1659355512.0,144.00
1659355518.0,664.00
1659355524.0,1.45
1659355530.0,61.80
1659355548.0,216.00
1659355554.0,1.45
1659355560.0,23.20
1659355566.0,1.31
1659355572.0,480.00
1659355578.0,0.98
1659355584.0,2.44
1659355590.0,25.00
1659355596.0,672.00
1659355608.0,216.00
1659355614.0,1.45
1659355620.0,1.54
1659355638.0,384.00
1659355644.0,1.45
1659355650.0,7.31
1659355662.0,48.20
1659355668.0,208.00
1659355680.0,2.22
1659355692.0,1.61
1659355698.0,240.00
1659355710.0,6.98
1659355716.0,19.60
1659355722.0,1.61
1659355734.0,1.18
1659355740.0,2.29
1659355746.0,21.50
1659355752.0,304.00
1659355758.0,112.00
1659355764.0,208.00
1659355770.0,8.23
1659355782.0,290.00
1659355794.0,1.02
1659355800.0,1.45
1659355806.0,304.00
1659355812.0,160.00
1659355818.0,240.00
1659355824.0,460.00
1659355830.0,8.88
1659355842.0,2.34
1659355848.0,2.16
1659355854.0,3.44
1659355860.0,3.00
1659355866.0,2.49
1659355872.0,1.66
1659355878.0,3.34
1659355884.0,1.33
1659355890.0,10.20
1659355896.0,2.16
1659355902.0,2.63
1659355908.0,145.00
1659355914.0,2.82
1659355920.0,2.50
1659355926.0,1.98
1659355932.0,1.62
1659355938.0,3.02
1659355944.0,1.66
1659355950.0,3.36
1659355956.0,312.00
1659355962.0,456.00
1659355968.0,1.45
1659355974.0,312.00
1659355980.0,1.04
1659355992.0,456.00
1659355998.0,3.15
1659356004.0,576.00
1659356016.0,724.00
1659356022.0,5.03
1659356028.0,6.84
1659356034.0,109.00
1659356040.0,8.11
1659356046.0,4.24
1659356052.0,4.38
1659356058.0,154.00
1659356064.0,5.56
1659356070.0,4.24
1659356076.0,124.00
1659356082.0,4.38
1659356088.0,5.70
1659356094.0,384.00
1659356100.0,33.10
1659356106.0,24.60
1659356112.0,801.00
1659356118.0,12595.20
1659356124.0,7424.00
1659356142.0,924.00
1659356148.0,1.45
1659356154.0,2580.48
1659356160.0,670.00
1659356178.0,1.69
1659356184.0,1.26
1659356190.0,4.95
1659356196.0,336.00
1659356202.0,672.00
1659356208.0,2.11
1659356214.0,336.00
1659356220.0,35.10
1659356226.0,336.00
1659356232.0,144.00
1659356238.0,2.02
1659356244.0,144.00
1659356262.0,169.00
1659356268.0,540.00
1659356274.0,864.00
1659356280.0,19.00
1659356286.0,1.45
1659356298.0,656.00
1659356304.0,1.08
1659356310.0,624.00
1659356322.0,30.20
1659356334.0,500.00
1659356340.0,19.30
1659356346.0,1.45
1659356352.0,720.00
1659356358.0,240.00
1659356364.0,799.00
1659356376.0,19.90
1659356382.0,352.00
1659356394.0,1.18
1659356400.0,860.00
1659356406.0,2.38
1659356418.0,240.00
1659356424.0,144.00
1659356430.0,3.36
1659356436.0,1.45
1659356442.0,144.00
1659356448.0,1.18
1659356454.0,2.95
1659356466.0,1.45
1659356472.0,336.00
1659356478.0,240.00
1659356484.0,2.11
1659356490.0,2.02
1659356496.0,265.00
1659356502.0,73.60
1659356508.0,160.00
1659356514.0,1.98
1659356520.0,16.30
1659356532.0,336.00
1659356538.0,736.00
1659356544.0,3.96
1659356562.0,208.00
1659356568.0,160.00
1659356574.0,2.37
1659356580.0,860.00
1659356592.0,21.70
1659356598.0,240.00
1659356604.0,2.01
1659356622.0,864.00
1659356628.0,160.00
1659356634.0,1.81
1659356640.0,2.28
1659356658.0,240.00
1659356664.0,2.16
1659356670.0,1.33
1659356682.0,144.00
1659356694.0,1.81
1659356700.0,1.00
1659356712.0,1.45
1659356718.0,20.20
1659356724.0,1.89
1659356730.0,160.00
1659356736.0,1.83
1659356742.0,2.71
1659356748.0,20.50
1659356754.0,424.00
1659356760.0,860.00
1659356772.0,1.45
1659356778.0,3.13
1659356784.0,424.00
1659356790.0,143.00
1659356802.0,1.59
1659356808.0,5.21
1659356814.0,424.00
1659356820.0,2.50
1659356838.0,240.00
1659356844.0,352.00
1659356850.0,1.45
1659356856.0,6.98
1659356862.0,144.00
1659356874.0,21.90
1659356880.0,1.45
1659356898.0,240.00
1659356904.0,144.00
1659356910.0,1.45
1659356940.0,1.45
1659356958.0,1.69
1659356964.0,144.00
1659356988.0,11673.60
1659356994.0,10752.00
1659357000.0,806.00
1659357006.0,1.55
1659357012.0,2560.00
1659357018.0,8.23
1659357024.0,14.40
1659357030.0,276.00
1659357036.0,48.10
1659357048.0,624.00
1659357054.0,12.80
1659357060.0,6.21
1659357066.0,1.45
1659357072.0,14.60
1659357078.0,240.00
1659357084.0,512.00
1659357090.0,144.00
1659357108.0,396.00
1659357120.0,860.00
1659357126.0,208.00
1659357138.0,240.00
1659357144.0,1.59
1659357156.0,21.70
1659357174.0,1.45
1659357180.0,1.86
1659357186.0,720.00
1659357192.0,91.00
1659357198.0,2.86
1659357204.0,1.86
1659357234.0,1.45
1659357240.0,860.00
1659357246.0,2.12
1659357258.0,240.00
1659357264.0,1.45
1659357276.0,3.62
1659357282.0,20.80
1659357288.0,208.00
1659357294.0,113.00
1659357300.0,106.00
1659357306.0,10.10
1659357312.0,22016.00
1659357318.0,21606.40
1659357324.0,150.00
1659357330.0,6676.48
1659357336.0,1034.24
1659357342.0,1873.92
1659357348.0,3440.64
1659357354.0,417.00
1659357360.0,4198.40
1659357366.0,1372.16
1659357372.0,22425.60
1659357378.0,812.00
1659357384.0,987.00
1659357390.0,1146.88
1659357396.0,1054.72
1659357402.0,1597.44
1659357408.0,1300.48
1659357414.0,894.00
1659357420.0,1003.52
1659357426.0,1003.52
1659357432.0,1024.00
1659357438.0,805.00
1659357444.0,808.00
1659357450.0,1228.80
1659357456.0,6.98
1659357468.0,864.00
1659357474.0,3870.72
1659357480.0,822.00
1659357492.0,3.06
1659357498.0,30.60
1659357504.0,18.30
1659357510.0,3.06
1659357516.0,6.98
1659357534.0,21401.60
1659357540.0,7.04
1659357546.0,114.00
1659357552.0,658.00
1659357564.0,1136.64
1659357570.0,20070.40
1659357576.0,7.68
1659357582.0,3031.04
1659357588.0,1310.72
1659357594.0,182.00
1659357600.0,1280.00
1659357606.0,1699.84
1659357612.0,1300.48
1659357618.0,46.50
1659357630.0,928.00
1659357636.0,6.98
1659357648.0,1566.72
1659357660.0,57.40
1659357678.0,2.09
1659357690.0,720.00
