time,download
1659352722.0,144.00
1659352782.0,144.00
1659352824.0,832.00
1659352854.0,840.00
1659352884.0,336.00
1659352908.0,144.00
1659352944.0,416.00
1659352962.0,144.00
1659353004.0,480.00
1659353022.0,144.00
1659353034.0,840.00
1659353064.0,832.00
1659353082.0,144.00
1659353208.0,144.00
1659353214.0,484.00
1659353226.0,840.00
1659353262.0,144.00
1659353268.0,144.00
1659353304.0,600.00
1659353346.0,968.00
1659353382.0,144.00
1659353406.0,484.00
1659353448.0,144.00
1659353484.0,416.00
1659353502.0,144.00
1659353514.0,144.00
1659353562.0,144.00
1659353622.0,144.00
1659353646.0,344.00
1659353676.0,1.18
1659353682.0,144.00
1659353736.0,576.00
1659353766.0,592.00
1659353856.0,420.00
1659353862.0,144.00
1659353868.0,144.00
1659353916.0,300.00
1659354006.0,1.17
1659354042.0,672.00
1659354048.0,144.00
1659354054.0,672.00
1659354060.0,1.31
1659354066.0,336.00
1659354078.0,1.64
1659354084.0,672.00
1659354090.0,672.00
1659354096.0,604.00
1659354108.0,144.00
1659354156.0,968.00
1659354168.0,144.00
1659354216.0,296.00
1659354228.0,144.00
1659354288.0,144.00
1659354336.0,840.00
1659354348.0,480.00
1659354354.0,1.97
1659354360.0,1.97
1659354366.0,672.00
1659354372.0,672.00
1659354378.0,3.52
1659354384.0,1.97
1659354390.0,0.98
1659354408.0,144.00
1659354414.0,144.00
1659354456.0,484.00
1659354468.0,976.00
1659354474.0,144.00
1659354528.0,576.00
1659354576.0,416.00
1659354588.0,288.00
1659354642.0,0.98
1659354648.0,624.00
1659354654.0,1.64
1659354660.0,672.00
1659354666.0,0.98
1659354678.0,2.48
1659354684.0,336.00
1659354690.0,0.98
1659354708.0,144.00
1659354768.0,144.00
1659354774.0,144.00
1659354798.0,960.00
1659354828.0,864.00
1659354888.0,288.00
1659354942.0,672.00
1659354948.0,624.00
1659354954.0,1.64
1659354960.0,0.98
1659354966.0,0.98
1659354978.0,1.86
1659354984.0,0.98
1659354990.0,0.98
1659355008.0,144.00
1659355038.0,960.00
1659355068.0,144.00
1659355074.0,144.00
1659355110.0,144.00
1659355128.0,288.00
1659355170.0,144.00
1659355176.0,144.00
1659355188.0,144.00
1659355218.0,1.17
1659355224.0,336.00
1659355230.0,480.00
1659355236.0,336.00
1659355242.0,1.64
1659355248.0,1.03
1659355254.0,336.00
1659355260.0,336.00
1659355296.0,144.00
1659355302.0,144.00
1659355338.0,592.00
1659355350.0,144.00
1659355374.0,144.00
1659355410.0,144.00
1659355416.0,144.00
1659355428.0,144.00
1659355470.0,144.00
1659355476.0,144.00
1659355500.0,416.00
1659355524.0,336.00
1659355530.0,144.00
1659355542.0,1.31
1659355548.0,336.00
1659355560.0,288.00
1659355572.0,336.00
1659355578.0,336.00
1659355638.0,832.00
1659355650.0,144.00
1659355680.0,960.00
1659355710.0,736.00
1659355740.0,832.00
1659355770.0,1.09
1659355776.0,144.00
1659355824.0,672.00
1659355830.0,768.00
1659355836.0,336.00
1659355842.0,1.31
1659355848.0,336.00
1659355860.0,1.27
1659355866.0,336.00
1659355878.0,336.00
1659355890.0,144.00
1659355920.0,480.00
1659355950.0,144.00
1659356010.0,624.00
1659356016.0,144.00
1659356040.0,592.00
1659356058.0,144.00
1659356070.0,984.00
1659356100.0,832.00
1659356118.0,144.00
1659356130.0,144.00
1659356142.0,1.12
1659356148.0,672.00
1659356160.0,336.00
1659356190.0,144.00
1659356196.0,144.00
1659356220.0,832.00
1659356238.0,144.00
1659356250.0,144.00
1659356292.0,960.00
1659356358.0,144.00
1659356370.0,296.00
1659356418.0,144.00
1659356442.0,336.00
1659356448.0,336.00
1659356454.0,336.00
1659356460.0,0.98
1659356466.0,0.98
1659356472.0,672.00
1659356478.0,336.00
1659356484.0,1.31
1659356490.0,2.49
1659356502.0,672.00
1659356532.0,832.00
1659356538.0,144.00
1659356580.0,832.00
1659356598.0,144.00
1659356646.0,480.00
1659356658.0,144.00
1659356718.0,144.00
1659356748.0,0.98
1659356754.0,1.31
1659356760.0,0.98
1659356766.0,336.00
1659356772.0,336.00
1659356778.0,2.11
1659356784.0,336.00
1659356790.0,672.00
1659356796.0,672.00
1659356802.0,1.48
1659356838.0,144.00
1659356982.0,480.00
1659357018.0,144.00
1659357042.0,1.91
1659357054.0,336.00
1659357060.0,2.30
1659357066.0,1.31
1659357078.0,1.12
1659357084.0,672.00
1659357090.0,336.00
1659357102.0,296.00
1659357132.0,832.00
1659357138.0,144.00
1659357144.0,144.00
1659357192.0,416.00
1659357222.0,484.00
1659357252.0,832.00
1659357264.0,600.00
1659357312.0,420.00
1659357342.0,0.98
1659357354.0,336.00
1659357360.0,1.97
1659357366.0,0.98
1659357372.0,672.00
1659357378.0,1.97
1659357384.0,1.31
1659357390.0,672.00
1659357402.0,928.00
1659357444.0,968.00
1659357504.0,968.00
1659357564.0,832.00
1659357594.0,968.00
1659357624.0,832.00
1659357648.0,144.00
1659357660.0,336.00
1659357690.0,336.00
1659357714.0,420.00
1659357768.0,144.00
1659357780.0,1.32
1659357804.0,832.00
1659357828.0,144.00
1659357834.0,840.00
1659357888.0,144.00
1659357894.0,832.00
1659357924.0,840.00
1659357948.0,144.00
1659357954.0,576.00
1659357960.0,336.00
1659357972.0,336.00
1659357978.0,7.07
1659357984.0,832.00
1659358014.0,976.00
1659358044.0,592.00
1659358068.0,144.00
1659358104.0,416.00
1659358128.0,144.00
1659358134.0,344.00
1659358140.0,448.00
1659358164.0,480.00
1659358176.0,176.00
1659358188.0,144.00
1659358194.0,1.17
1659358248.0,144.00
1659358254.0,300.00
1659358266.0,840.00
1659358314.0,288.00
1659358368.0,144.00
1659358374.0,144.00
1659358404.0,832.00
1659358428.0,144.00
1659358434.0,968.00
1659358488.0,144.00
1659358500.0,144.00
1659358548.0,144.00
1659358608.0,144.00
1659358614.0,968.00
1659358626.0,604.00
1659358668.0,144.00
1659358680.0,144.00
1659358686.0,960.00
1659358728.0,144.00
1659358746.0,1.17
1659358788.0,144.00
1659358806.0,832.00
1659358836.0,968.00
1659358956.0,144.00
1659358968.0,144.00
1659358986.0,604.00
1659359034.0,144.00
1659359106.0,416.00
1659359166.0,144.00
1659359196.0,288.00
1659359256.0,144.00
1659359298.0,960.00
1659359388.0,144.00
1659359466.0,144.00
1659359562.0,144.00
1659359574.0,144.00
1659359598.0,968.00
1659359682.0,144.00
1659359718.0,840.00
1659359730.0,144.00
1659359778.0,420.00
1659359838.0,960.00
1659359856.0,144.00
1659359868.0,840.00
1659359958.0,484.00
1659359988.0,984.00
1659360078.0,576.00
1659360168.0,968.00
1659360408.0,600.00
1659360498.0,840.00
1659360570.0,592.00
1659360600.0,832.00
1659360720.0,480.00
1659360750.0,968.00
1659360810.0,1.18
1659361080.0,832.00
1659361260.0,480.00
1659361290.0,1.17
1659361320.0,960.00
1659361380.0,480.00
1659361440.0,1.18
1659361530.0,576.00
1659361572.0,968.00
1659361632.0,592.00
1659361722.0,1.17
1659361752.0,832.00
1659361782.0,840.00
1659361872.0,832.00
1659361992.0,840.00
1659362022.0,968.00
1659362052.0,832.00
1659362112.0,420.00
1659362142.0,576.00
1659362148.0,336.00
1659362202.0,840.00
1659362292.0,480.00
1659362322.0,840.00
1659362382.0,296.00
1659362472.0,480.00
1659362532.0,480.00
1659362562.0,416.00
1659362634.0,416.00
1659362652.0,832.00
1659362742.0,1.17
1659362802.0,832.00
1659362874.0,300.00
1659363048.0,336.00
1659363054.0,672.00
1659363066.0,672.00
1659363072.0,2.30
1659363084.0,1.64
1659363090.0,1.64
1659363096.0,1.31
1659363108.0,336.00
1659363144.0,960.00
1659363204.0,832.00
1659363348.0,336.00
1659363354.0,1.64
1659363360.0,336.00
1659363366.0,1.31
1659363372.0,1.64
1659363378.0,0.98
1659363384.0,0.98
1659363390.0,1.31
1659363396.0,672.00
1659363474.0,416.00
1659363504.0,296.00
1659363534.0,416.00
1659363576.0,144.00
1659363648.0,672.00
1659363654.0,296.00
1659363660.0,336.00
1659363666.0,336.00
1659363672.0,2.62
1659363678.0,0.98
1659363684.0,484.00
1659363690.0,1.31
1659363696.0,1.31
1659363702.0,2.30
1659363816.0,144.00
1659363948.0,672.00
1659363954.0,0.98
1659363966.0,632.00
1659363972.0,1.64
1659363978.0,1.97
1659363984.0,672.00
1659363990.0,1.64
1659363996.0,336.00
1659364116.0,144.00
1659364122.0,144.00
1659364176.0,576.00
1659364188.0,144.00
1659364206.0,832.00
1659364266.0,296.00
1659364272.0,144.00
1659364290.0,336.00
1659364296.0,624.00
1659364302.0,144.00
1659364308.0,144.00
1659364326.0,416.00
1659364350.0,144.00
1659364386.0,592.00
1659364434.0,144.00
1659364554.0,144.00
1659364566.0,672.00
1659364572.0,144.00
1659364578.0,336.00
1659364590.0,336.00
1659364668.0,144.00
1659364710.0,144.00
1659364734.0,144.00
1659364758.0,420.00
1659364770.0,144.00
1659364782.0,144.00
1659364818.0,420.00
1659364830.0,432.00
1659364890.0,336.00
1659364896.0,144.00
1659364950.0,144.00
1659365010.0,144.00
1659365058.0,832.00
1659365070.0,144.00
1659365130.0,144.00
1659365178.0,832.00
1659365196.0,144.00
1659365250.0,144.00
1659365310.0,144.00
1659365328.0,960.00
1659365370.0,144.00
1659365418.0,960.00
1659365448.0,592.00
1659365454.0,144.00
1659365478.0,832.00
1659365490.0,444.00
1659365550.0,144.00
1659365628.0,840.00
1659365670.0,1.31
1659365688.0,416.00
1659365730.0,144.00
1659365790.0,560.00
1659365820.0,344.00
1659365850.0,416.00
1659365940.0,592.00
1659365970.0,840.00
1659366000.0,960.00
1659366042.0,144.00
1659366060.0,288.00
1659366150.0,600.00
1659366162.0,144.00
1659366222.0,144.00
1659366282.0,288.00
1659366342.0,144.00
1659366360.0,960.00
1659366420.0,144.00
1659366450.0,420.00
1659366462.0,144.00
1659366480.0,968.00
1659366522.0,288.00
1659366570.0,420.00
1659366636.0,2.61
1659366702.0,144.00
1659366732.0,420.00
1659366762.0,1.17
1659366792.0,600.00
1659366798.0,144.00
1659366822.0,144.00
1659366858.0,144.00
1659366882.0,968.00
1659366912.0,832.00
1659366918.0,144.00
1659366942.0,984.00
1659366978.0,144.00
1659367002.0,144.00
1659367008.0,144.00
1659367032.0,420.00
1659367038.0,144.00
1659367062.0,144.00
1659367098.0,144.00
1659367122.0,600.00
1659367158.0,144.00
1659367182.0,288.00
1659367218.0,144.00
1659367248.0,288.00
1659367272.0,960.00
1659367278.0,144.00
1659367314.0,144.00
1659367338.0,144.00
1659367374.0,144.00
1659367392.0,832.00
1659367398.0,144.00
1659367434.0,144.00
1659367440.0,144.00
1659367458.0,144.00
1659367482.0,416.00
1659367512.0,968.00
1659367524.0,144.00
1659367560.0,336.00
1659367566.0,336.00
1659367572.0,672.00
1659367578.0,816.00
1659367590.0,144.00
1659367596.0,672.00
1659367608.0,336.00
1659367614.0,336.00
1659367626.0,672.00
1659367638.0,144.00
1659367662.0,968.00
1659367692.0,832.00
1659367698.0,144.00
1659367728.0,144.00
1659367758.0,144.00
1659367788.0,144.00
1659367818.0,144.00
1659367836.0,0.98
1659367842.0,672.00
1659367848.0,768.00
1659367854.0,1.31
1659367872.0,336.00
1659367878.0,1.45
1659367884.0,336.00
1659367914.0,832.00
1659367920.0,144.00
1659367938.0,144.00
1659367944.0,576.00
1659367968.0,144.00
1659367974.0,144.00
1659368004.0,300.00
1659368064.0,288.00
1659368088.0,144.00
1659368094.0,144.00
1659368124.0,592.00
1659368136.0,1.31
1659368142.0,672.00
1659368148.0,288.00
1659368154.0,1.18
1659368160.0,336.00
1659368178.0,672.00
1659368214.0,628.00
1659368232.0,672.00
1659368274.0,144.00
1659368286.0,144.00
1659368328.0,144.00
1659368334.0,484.00
1659368340.0,144.00
1659368364.0,688.00
1659368388.0,144.00
1659368436.0,336.00
1659368442.0,1.31
1659368454.0,336.00
1659368460.0,336.00
1659368472.0,672.00
1659368478.0,336.00
1659368508.0,480.00
1659368514.0,1.17
1659368544.0,968.00
1659368628.0,144.00
1659368688.0,144.00
1659368694.0,832.00
1659368706.0,484.00
1659368766.0,336.00
1659368778.0,656.00
1659368802.0,336.00
1659368814.0,1.80
1659368838.0,336.00
1659368856.0,1.17
1659368886.0,576.00
1659368976.0,832.00
1659369006.0,592.00
1659369066.0,336.00
1659369072.0,336.00
1659369090.0,336.00
1659369102.0,336.00
1659369120.0,144.00
1659369132.0,336.00
1659369174.0,144.00
1659369186.0,840.00
1659369216.0,960.00
1659369246.0,840.00
1659369366.0,336.00
1659369384.0,336.00
1659369390.0,672.00
1659369396.0,480.00
1659369408.0,336.00
1659369414.0,336.00
1659369510.0,144.00
1659369570.0,144.00
1659369618.0,144.00
1659369666.0,600.00
1659369678.0,336.00
1659369684.0,144.00
1659369690.0,144.00
1659369696.0,336.00
1659369702.0,336.00
1659369708.0,672.00
1659369714.0,0.98
1659369726.0,484.00
1659369744.0,144.00
1659369786.0,840.00
1659369804.0,144.00
1659369846.0,288.00
1659369876.0,480.00
1659369918.0,976.00
1659369960.0,336.00
1659369966.0,484.00
1659369978.0,336.00
1659369984.0,816.00
1659370032.0,336.00
1659370050.0,144.00
1659370098.0,600.00
1659370104.0,144.00
1659370158.0,420.00
1659370218.0,144.00
1659370248.0,960.00
1659370278.0,756.00
1659370284.0,144.00
1659370290.0,144.00
1659370302.0,336.00
1659370338.0,416.00
1659370344.0,144.00
1659370404.0,288.00
1659370416.0,144.00
1659370464.0,144.00
1659370488.0,832.00
1659370518.0,1.08
1659370548.0,576.00
1659370578.0,688.00
1659370584.0,144.00
1659370590.0,144.00
1659370644.0,288.00
1659370656.0,144.00
1659370704.0,144.00
1659370710.0,288.00
1659370728.0,960.00
1659370764.0,144.00
1659370770.0,288.00
1659370788.0,416.00
1659370824.0,144.00
1659370830.0,288.00
1659370842.0,336.00
1659370848.0,672.00
1659370854.0,672.00
1659370860.0,1.64
1659370866.0,336.00
1659370872.0,336.00
1659370878.0,2.05
1659370884.0,2.11
1659370890.0,480.00
1659370896.0,144.00
1659370908.0,484.00
1659370938.0,1.17
1659370944.0,144.00
1659370950.0,288.00
1659370998.0,832.00
1659371004.0,144.00
1659371010.0,288.00
1659371064.0,144.00
1659371070.0,288.00
1659371100.0,416.00
1659371124.0,144.00
1659371130.0,1.09
1659371142.0,336.00
1659371148.0,0.98
1659371154.0,0.98
1659371160.0,2.30
1659371166.0,672.00
1659371178.0,2.30
1659371184.0,672.00
1659371190.0,624.00
1659371244.0,144.00
1659371250.0,288.00
1659371280.0,840.00
1659371304.0,144.00
1659371310.0,888.00
1659371364.0,144.00
1659371370.0,288.00
1659371400.0,420.00
1659371424.0,144.00
1659371430.0,288.00
1659371442.0,336.00
1659371448.0,2.62
1659371454.0,3.61
1659371460.0,5.08
1659371466.0,1.31
1659371472.0,2.62
1659371478.0,3.94
1659371484.0,2.44
1659371490.0,1.62
1659371496.0,480.00
1659371544.0,144.00
1659371550.0,288.00
1659371610.0,288.00
1659371646.0,480.00
1659371664.0,144.00
1659371670.0,288.00
1659371700.0,832.00
1659371730.0,288.00
1659371742.0,672.00
1659371748.0,1.64
1659371754.0,1.64
1659371760.0,5.58
1659371766.0,1.64
1659371772.0,1.31
1659371778.0,1.31
1659371784.0,1.78
1659371790.0,1.12
1659371796.0,1.12
1659371820.0,600.00
1659371850.0,288.00
1659371892.0,968.00
1659372024.0,144.00
1659372042.0,744.00
1659372048.0,1.64
1659372054.0,1.97
1659372060.0,336.00
1659372066.0,1.31
1659372072.0,2.62
1659372078.0,672.00
1659372084.0,144.00
1659372090.0,1.64
1659372102.0,960.00
1659372204.0,144.00
1659372222.0,288.00
1659372276.0,144.00
1659372282.0,420.00
1659372324.0,144.00
1659372348.0,336.00
1659372354.0,0.98
1659372360.0,1.31
1659372366.0,0.98
1659372372.0,672.00
1659372378.0,672.00
1659372384.0,816.00
1659372390.0,672.00
1659372396.0,336.00
1659372402.0,480.00
1659372432.0,484.00
1659372444.0,144.00
1659372456.0,144.00
1659372564.0,144.00
1659372576.0,288.00
1659372612.0,480.00
1659372624.0,144.00
1659372642.0,144.00
1659372684.0,288.00
1659372696.0,144.00
1659372702.0,420.00
1659372708.0,144.00
1659372756.0,288.00
1659372762.0,832.00
1659372816.0,144.00
1659372822.0,420.00
1659372876.0,144.00
1659372894.0,144.00
1659372978.0,144.00
1659372996.0,144.00
1659373002.0,144.00
1659373044.0,968.00
1659373062.0,576.00
1659373104.0,416.00
1659373116.0,144.00
1659373134.0,968.00
